"","X","RECHARGE_VALUE","MIN_RECHARGE_AVG","P2_MADE_CALLS_DURATION","P2_PERC_DAYS_SOCIAL_NETWORK_OTT","PERC_SOCIAL_NETWORK_SESSIONS_IN_P1","PERC_INTERNET_SESSIONS_IN_P1","PERC_RECEIVED_CALLS_DURATION_IN_P2","PERC_P4_RECEIVED_CALLS_DURATION_BY_TOTAL","P23_PERC_DAYS_MADE_CALLS_OTT","WEEKDAY_PERC_INTERNET_MB","WEEKEND_HOLYDAY_PERC_SOCIAL_NETWORK_SESSIONS","WEEKEND_HOLYDAY_P14_WHATSAPP_MB_BY_SESSION","AGE"
"2779",3310,400,50,27,100,20,19,34,16,4.6,16.26,24.88,0.19,50
"2780",3311,100,100,89,100,25,21,45,6,80,21.86,31.09,0.14,25
"2781",3313,280,35,386,79.31,23,22,51,8,43.24,11.45,23.23,0.03,41
"2782",3314,630,76.67,109,98.85,18,19,43,9,80.46,12.21,25.98,0.19,30
"2783",3315,440,35,433,75,19,19,45,7,78.57,5.42,25,0.11,47
"2784",3316,190,20,16,82.35,18,15,56,5,5.88,71.58,15,0.1,51
"2785",3317,220,20,123,95,17,17,48,6,28,25.78,21.25,0.1,32
"2786",3319,400,100,156,11.29,10,6,46,3,65.33,99.78,14.55,0,34
"2787",3320,100,50,18,5.71,23,23,43,12,72.73,24.13,25,0,23
"2788",3321,400,100,129,90.79,10,10,36,11,28.92,14.75,26.2,0.01,33
"2789",3322,250,50,77,97.22,16,17,31,11,16.67,15.65,26.53,0.17,27
"2790",3324,200,50,3,87.5,22,21,45,12,65.71,18.57,17.83,0.03,49
"2791",3325,660,20,66,0,0,0,15,6,58.33,0,0,0,50
"2792",3327,230,30,338,47.83,8,8,31,7,24.56,19.86,23.79,0.04,54
"2793",3328,270,42.5,17,85.71,19,20,41,12,5.08,36.36,16.62,0.11,18
"2794",3329,50,50,154,100,19,21,39,8,6.15,24.51,16.59,0,36
"2795",3330,30,30,148,100,23,23,38,3,1.54,58.53,16.85,0,47
"2796",3332,90,20,53,0,0,0,32,2,100,0,0,0,32
"2797",3333,110,20,67,0,0,0,38,8,44.44,0,0,0,26
"2798",3334,450,75,85,64.86,9,8,24,5,44.26,30.51,24.5,0.12,28
"2799",3335,570,36.67,22,100,20,23,31,19,16.09,16.27,20.26,0.5,27
"2800",3337,300,50,31,44.44,16,14,52,10,41.94,100,14.63,0,53
"2801",3339,150,30,120,100,22,22,41,6,8.05,66.61,17.03,0,30
"2802",3340,330,20,422,93.65,21,17,49,5,40.85,55.7,15.68,0.01,40
"2803",3342,250,50,50,69.23,2,1,49,10,35.9,26.8,20.11,0.08,18
"2804",3343,200,200,1,100,9,9,20,43,0,39.27,30.28,0.04,20
"2805",3345,100,50,42,0,0,0,35,10,35.29,0,0,0,34
"2806",3346,100,20,165,0,0,0,42,7,50,0,0,0,50
"2807",3347,100,10,6,100,30,28,55,12,0,4.92,19.63,0.83,25
"2808",3348,120,10,26,80,5,6,19,7,0,42.59,16.67,0,18
"2809",3350,338.109010710915,11.3308148357529,-56.2141465851457,45.0548890471137,0,0,0,0,4.38675736449925,0,6.3861807281277,-0.222906349092665,21
"2810",3351,428.676799510851,48.0163875512255,37,0,0,0,27,6,100,0,16.67,0,60
"2811",3352,570,40,169,98.73,22,21,46,6,35.37,19.04,23.7,0.68,32
"2812",3353,400,100,86,96.05,18,19,39,6,43.75,28.67,23.48,0.25,62
"2813",3358,400,50,15,4,0,0,42,5,52.38,100,0,0,47
"2814",3360,850,50,94,100,25,25,65,1,44.58,3.41,22.15,0.26,41
"2815",3361,490,35,72,70,5,4,49,6,41.82,71.3,23.08,0.09,32
"2816",3362,130,10,57,64.71,12,10,37,7,20,4.91,24.51,0.12,23
"2817",3363,570,44,123,1.54,0,0,43,13,64.47,100,16.67,0,50
"2818",3364,330,26,532,75,29,29,37,5,15.29,47.75,14.68,0,52
"2819",3366,840,35,90,95.35,40,40,43,6,19.12,11.17,23.78,0.09,30
"2820",3367,500,100,137,100,21,25,49,6,36.78,32.34,19.1,0,64
"2821",3368,-45.8471566483625,40.9239028762018,22,33.33,0,0,43,6,0,0,16.67,0,34
"2822",3370,150,50,583,0,0,0,47,6,61.54,0,0,0,46
"2823",3372,-101.389212036624,23.7385163312517,2,0,0,0,40,22,0,0,0,0,35
"2824",3373,480,65,705,96.43,14,14,49,3,70.11,12.49,22.91,0.38,40
"2825",3374,620,73.33,46,95.24,21,22,35,11,70.93,16.56,23.84,0.11,22
"2826",3375,230,30,59,100,23,23,35,8,25,31.84,19.76,0.01,60
"2827",3376,510,45,218,86.67,22,22,50,4,51.25,14.72,24.07,0.28,25
"2828",3377,720,35.71,173,94.12,13,16,42,8,56.32,12.84,32.41,0.19,36
"2829",3378,410,70,66,100,23,23,66,2,18.39,11.22,17.48,0.41,60
"2830",3379,300,100,167,85.94,7,7,34,3,63.16,11.23,26,0,39
"2831",3380,20,20,74,0,0,0,55,5,25,0,0,0,30
"2832",3381,1010,44.29,193,66.23,23,24,34,16,48.1,42.2,22.54,0.07,65
"2833",3382,450,75,207,97.59,7,8,55,5,69.05,41.3,20.66,0.03,40
"2834",3383,130,25,41,72.73,12,11,30,11,12.9,51.58,20.11,0.02,33
"2835",3384,700,100,114,95.18,17,17,38,8,55.17,28.72,24.79,0.15,23
"2836",3385,210,30,19,64.29,0,0,36,9,26,70.13,14.29,0,50
"2837",3387,600,200,352,97.5,17,14,45,1,67.47,23.87,19.41,0.01,36
"2838",3388,200,66.67,55,93.75,24,23,54,1,85.71,7.8,23.76,0.76,63
"2839",3389,197.908696955578,28.8948193580641,20,100,0,0,27,13,0,0,0,0,32
"2840",3390,500,75,84,0,0,0,40,6,51.85,0,0,0,26
"2841",3391,250,25,89,100,18,18,39,4,26.67,21.79,23.03,0.09,30
"2842",3392,190,20,218,0,0,0,46,9,25,0,0,0,35
"2843",3393,60,20,3,89.47,20,18,31,15,0,7.98,12.3,0.26,22
"2844",3395,400,100,226,97.65,8,6,32,6,40.7,84.84,16.42,0,49
"2845",3396,350,100,14,98.75,22,23,61,7,25.3,32.98,25.29,0.05,18
"2846",3397,500,100,609,98.85,11,11,45,7,94.25,17.68,29.54,0.12,33
"2847",3399,500,75,75,95.18,10,10,32,8,57.65,19.07,28.3,0.71,19
"2848",3400,170,50,40,94.12,1,1,47,6,26.92,24.27,22.92,0.01,32
"2849",3401,80,13.33,117,0,0,0,42,9,52.17,0,0,0,50
"2850",3402,400,100,112,0,0,0,36,9,93.15,0,0,0,54
"2851",3403,170,10,18,98.15,20,14,11,5,0,3.64,9.64,1.08,15
"2852",3404,1150,50,292,91.67,19,19,38,5,41.67,8.96,22.83,0.16,41
"2853",3405,20,20,219,88.37,15,16,71,3,7.14,50.11,16.67,0,29
"2854",3406,150,50,459,26.67,0,0,35,3,54.17,75.57,22.22,0.27,32
"2855",3407,370,56.67,57,73.53,21,21,42,7,37.5,36.91,20.53,0,17
"2856",3409,680,21.11,394,17.78,9,12,30,5,64.15,100,16.67,0,16
"2857",3410,330,65,139,87.5,23,22,35,18,62.71,28.25,20.82,0.25,25
"2858",3412,820,46.25,261,88.61,14,14,31,7,80.23,5.43,24.83,0.01,23
"2859",3413,570,44,175,87.06,18,18,41,8,85.06,40.63,23.4,0.1,51
"2860",3414,100,20,0,0,0,0,17,0,0,100,0,-0.0246562153290307,25
"2861",3418,50,50,132,50,20,20,40,10,30,19.55,23.44,0.01,32
"2862",3419,330,23.33,301,93.83,13,14,56,4,15.85,27.78,19.75,0.01,47
"2863",3421,383.632156306717,63.999945969703,0,100,25,26,0,0,0,100,16.67,0,26
"2864",3422,250,50,56,56.82,22,23,34,12,56,87.26,21.89,0.01,33
"2865",3425,0.255732514711667,35.8447201212006,47,42.86,0,0,45,10,8.33,0,16.67,0,44
"2866",3426,450,50,21,96.08,28,29,17,22,34.92,10.09,24.16,0.25,23
"2867",3427,30,30,414,66.67,12,8,27,4,10.53,34.08,0,0,65
"2868",3428,327.591327930497,5.2519119321319,781.329303368956,60.6973204825847,0,0,0,0,44.6576201833565,0,19.0900003927703,-0.492711286793981,28
"2869",3429,500,100,243,6.25,9,8,38,14,66.67,56.1,16.67,0,57
"2870",3431,330.635681971543,-5.48627107656593,2,62.5,13,15,83,0,10,6.03,14.81,0,25
"2871",3432,120,10,251,50,40,38,51,3,23.08,41.34,19.26,0.01,25
"2872",3433,500,100,78,0,0,0,43,13,77.92,0,0,0,63
"2873",3434,100,100,339,0,0,0,43,3,70,0,0,-0.399683728818577,60
"2874",3435,200,20,27,0,0,0,46,10,42.11,0,0,0,52
"2875",3437,420,20,5,90,18,18,41,13,16.07,30,24.32,0.11,23
"2876",3438,180,20,27,90.91,17,14,36,6,26.32,93.05,15.32,0,23
"2877",3439,600,100,600,100,19,19,60,3,90.8,24.54,21.9,0.06,63
"2878",3440,160,10,125,100,19,21,43,15,32.61,17.61,23.87,0.09,23
"2879",3441,510,30,297,97.14,21,19,21,5,61.54,3.32,18.38,0.01,41
"2880",3442,350,50,145,92.98,19,18,44,6,40.68,7.5,20.69,0.05,23
"2881",3443,710,20.91,33,100,21,20,32,5,8.05,19.21,29.55,0.27,41
"2882",3444,370,25,98,87.18,17,16,39,7,3.85,59.93,20.98,0.08,57
"2883",3445,50,10,18,100,2,4,49,17,11.11,59.89,16.13,0.06,23
"2884",3447,660,105,73,94.44,16,18,27,11,48.53,21.1,24.45,0.24,24
"2885",3448,500,100,334,83.13,6,7,63,3,86.9,12.72,23.47,0.01,52
"2886",3449,600,50,166,100,21,21,55,3,40,11.82,23.15,2.35,45
"2887",3450,150,20,79,82.14,22,20,35,8,12.82,99.99,14.88,0,18
"2888",3451,1100,100,67,100,24,24,24,18,24.42,3.25,23.17,0.14,48
"2889",3453,120,60,101,41.67,2,2,51,5,79.17,34.21,20.62,0.02,29
"2890",3454,540,42,153,0,0,0,46,17,38.18,0,0,0,53
"2891",3455,900,100,381,100,23,24,36,4,67.82,18.82,25.79,0.04,60
"2892",3459,40,20,25,0,0,0,60,7,0,0,0,-0.71682994611593,25
"2893",3460,350,50,53,77.94,7,7,40,22,52.63,82.26,23.61,0.21,19
"2894",3462,50,50,53,88.89,28,22,12,10,60,64.59,26.61,0.55,17
"2895",3463,490,30,244,20,20,16,46,4,67.69,100,13.95,0,55
"2896",3465,50,50,570.386110553402,71.7773706458179,16.4327855140163,18.1552515067086,46.5284630624231,8.4124331290212,59.2435237717165,72.1145498363287,36.5547902847319,1.45714737844221,18
"2897",3466,420,25,277,91.67,24,23,43,7,70,9.44,17.36,0.4,43
"2898",3468,300,100,120,94.59,23,22,44,6,41.56,12.76,24.5,0.54,21
"2899",3469,200,20,60,100,20,20,60,6,6.15,67.01,22.47,0.07,40
"2900",3470,100,100,183,82.61,20,21,54,6,37.5,28.49,21.03,0.02,40
"2901",3471,40,20,10,86.49,24,21,34,14,4.65,100,16.22,0,36
"2902",3472,520,40,546,38.6,15,25,43,3,76.47,7.88,21.09,0.05,35
"2903",3473,300,100,120,76.79,5,3,54,9,60.66,48.33,13.77,1.41,63
"2904",3474,120,10,66,97.87,23,23,58,5,56.25,41.59,23.11,0.33,29
"2905",3475,240,20,1191,84.62,11,13,66,3,13.11,9.61,48.2,0,39
"2906",3477,220,10,78,6.45,18,18,59,11,33.8,79.89,20.83,0.02,43
"2907",3479,670,100,450,87.84,9,9,36,5,67.9,31.87,23.21,0.09,38
"2908",3480,100,10,447,80,28,28,29,4,35.71,17.93,21.62,0,25
"2909",3481,120,20,3,100,6,6,14,8,0,55.81,18.95,0.12,65
"2910",3483,400,100,1405,75,14,16,43,3,58.97,43.23,21.74,0.03,37
"2911",3484,100,100,10,0,0,0,57,14,35.71,0,0,0,65
"2912",3485,450,150,1075,97.67,6,5,47,6,89.66,32.84,25.54,0.26,51
"2913",3486,560,20,321,88.41,5,5,51,6,65.75,17.21,19.41,0.11,30
"2914",3487,500,50,1262,36.76,4,4,70,1,84,43.44,26.09,0,37
"2915",3488,300,100,67,100,42,41,33,14,33.33,23.72,28.7,0,19
"2916",3489,200,50,21,96.43,14,13,17,29,12.12,9.07,24.93,0.5,21
"2917",3490,500,100,284,100,24,20,51,3,50.57,96.5,13.35,0,62
"2918",3492,200,200,2,97.65,21,24,62,2,10.47,74.62,12.4,0.01,40
"2919",3493,20,10,42,71.43,7,6,33,6,4.17,29.2,14.29,0.22,42
"2920",3494,260,40,916,65.71,8,7,35,3,66.67,17.57,21.4,0.01,32
"2921",3496,400,100,78,98.85,16,17,27,11,90.8,27.93,23.95,0.03,23
"2922",3498,600,50,91,100,8,7,37,22,25.29,9.98,29.98,0.72,29
"2923",3500,580,46,659,6.33,11,11,38,4,92.94,100,13.33,0,54
"2924",3501,100,100,22,0,0,0,50,11,38.89,0,0,0,48
"2925",3502,850,125,64,87.84,16,17,33,12,63.41,84.78,21.53,0.08,25
"2926",3504,-22.5030121349931,18.2038410184341,1,0,0,0,33,20,50,0,0,0,20
"2927",3506,200,50,178,80,29,29,43,3,29.63,29.78,22.76,0.01,20
"2928",3507,500,100,344,100,16,17,45,13,91.95,18.09,19.19,0.02,42
"2929",3508,500,100,108,72.94,12,12,45,12,80.23,50.15,29.51,0.04,40
"2930",3509,500,100,127,100,19,19,43,8,54.02,14.68,24.47,1.95,42
"2931",3510,530,36.67,13,100,17,17,41,13,21.43,13.46,23.84,1.59,15
"2932",3511,690,13.89,432,100,20,22,43,9,45.98,3.04,20.2,12.47,16
"2933",3513,512.389898692571,17.0451900917134,0,100,31,36,0,0,0,99.56,19.4673359772191,1.72916866591524,16
"2934",3514,450,150,246,25.3,8,9,47,10,95.35,92.38,23.19,0,44
"2935",3516,170,40,188,88.89,21,24,43,8,27.08,19.33,20.25,0.78,44
"2936",3517,400,100,224,88,12,12,43,11,63.41,55.5,22.76,1.14,30
"2937",3518,2.37786569738322,22.9368311271812,51,100,18,19,67,2,0,100,16.48,0,19
"2938",3519,650,10,178,98.84,14,18,55,6,55.81,47.97,22.92,0.1,37
"2939",3520,246.524788598623,48.1155665863551,36,0,0,0,33,8,0,0,0,0,63
"2940",3521,160,20,56,100,21,19,32,11,3.66,7.66,14.74,0.08,18
"2941",3522,360,24,291,37.04,24,24,55,4,30.3,97.9,14.29,0,45
"2942",3524,430,76.67,34,92.96,6,7,47,7,31.65,83.98,23.15,0.14,50
"2943",3525,410,23.33,56,100,24,25,19,4,45.16,17.44,17.54,0.87,18
"2944",3526,500,100,224,59.32,11,11,28,4,63.77,17.84,27.72,0.22,25
"2945",3527,320.066270355529,78.8123491329128,1,0,0,0,46,13,0,0,0,0,23
"2946",3528,170,35,20,95.65,25,27,32,10,5.88,26.07,17.41,0.01,33
"2947",3529,127.636208691579,38.5424762049111,262,100,23,22,33,4,2.44,87.22,16.08,0,41
"2948",3530,750,50,392,90.48,9,6,42,9,28.57,55.24,11.64,0.21,37
"2949",3531,500,50,71,71.43,22,22,36,8,63.01,18.06,28.63,0.01,22
"2950",3534,20,20,81,100,25,25,41,3,0,62.38,13.97,0,43
"2951",3536,500,100,80,96.47,28,28,38,12,69.41,5.72,23.43,1.22,20
"2952",3537,340,60,74,100,15,17,47,6,45.45,18.08,21.15,0.66,24
"2953",3538,960,47.14,359,100,14,16,43,7,90,7.09,25.68,0.2,19
"2954",3539,250,50,175,58.54,7,7,39,9,63.27,4.45,23.53,0.2,29
"2955",3540,550,125,806,91.03,8,9,54,2,79.07,79.38,21.73,0,48
"2956",3541,100,100,223,0,0,0,46,4,82.76,0,0,0,25
"2957",3542,250,50,259,94,25,24,41,7,41.18,23.44,24.04,0.02,17
"2958",3544,200,100,159,36.99,3,4,57,4,69.51,31.34,25.91,0.01,22
"2959",3545,320,73.33,3,0,0,0,39,8,47.83,0,0,-0.185052505831088,33
"2960",3546,253.67972835572,-27.0593190705156,1,33.33,0,0,19,15,0,100,0,0.0320817788109339,16
"2961",3547,400,100,951,52.17,15,14,50,3,73.17,21.61,23.93,7.03,51
"2962",3548,400,100,486,96.43,12,15,31,4,68.6,48.4,17.97,1.24,30
"2963",3550,200,200,86,100,18,16,29,3,29.27,93.27,15.81,1.17,28
"2964",3551,350,50,23,38.46,9,9,54,9,28.57,9.47,22.93,0.02,30
"2965",3553,400,100,1545,44.12,22,20,59,2,84.93,100,14.93,0,52
"2966",3554,500,50,116,88.89,20,23,55,5,56.98,18.99,18.27,0.47,43
"2967",3555,70,20,254,95.77,22,21,42,7,5.48,100,16.35,0,29
"2968",3557,450,75,153,96.77,16,15,39,5,25.93,35.85,23.2,0.5,22
"2969",3558,60,20,106,29.17,0,0,60,7,29.63,23.07,16.67,0,53
"2970",3559,600,50,361,98.85,22,24,37,5,77.01,22.3,21.54,1.16,17
"2971",3560,550,50,1040,100,26,22,42,3,76.47,66.12,12.89,0.33,54
"2972",3561,150,50,45,0,0,0,39,11,77.27,0,0,0,36
"2973",3562,600,50,146,0,0,0,56,5,81.71,47.1,25,0,43
"2974",3563,420,40,29,92.59,15,15,39,16,27.27,16.05,24.86,0.04,29
"2975",3564,250,50,440,64.44,6,6,40,2,75.86,17.66,22.13,0,29
"2976",3565,198.649153080788,54.1217191358383,6,100,11,11,32,19,0,0,16.67,0,17
"2977",3566,300,100,450,85.06,12,10,50,7,80.46,24.24,25.31,1.88,33
"2978",3568,200,30,233,57.78,22,22,44,6,87.5,78.2,11.63,0.06,34
"2979",3569,470,17.14,124,100,21,21,44,8,30.77,5.82,16.56,1.52,21
"2980",3570,930,41.67,92,100,24,24,17,5,27.06,17.34,24.2,0.18,50
"2981",3571,60,10,313,100,21,20,49,3,2,14.08,14.34,1.26,51
"2982",3572,250,50,52,100,23,25,56,8,23.26,93.78,14.75,0.05,50
"2983",3573,850,90,28,98.63,16,15,42,11,14.29,13.48,28.39,0.17,28
"2984",3575,400,100,200,79.27,11,12,37,6,76.19,15.23,24.94,0,32
"2985",3576,200,100,36,98.61,10,10,36,10,3.7,53.51,16.7,0.03,35
"2986",3577,20,20,48,0,20,20,56,6,20,0,16.67,0,19
"2987",3579,60,30,37,26.09,0,0,27,3,69.23,0.88,26.92,0,21
"2988",3580,50,25,31,84.62,18,18,36,13,0,100,21.95,0,41
"2989",3581,638.536796136079,78.953820987957,364,83.33,12,12,43,7,34.38,17.51,24.35,0.04,28
"2990",3582,20,20,36,100,9,9,43,11,0,86.11,17.2,0,18
"2991",3583,200,100,40,76.47,4,6,37,2,56.52,32.84,21.05,0,45
"2992",3584,-287.684417774219,-22.074290245933,31,0,0,0,34,20,0,0,0,0,13
"2993",3585,50,50,164,62.79,25,26,30,11,7.41,34.49,19.25,0.02,34
"2994",3586,400,100,329,100,3,4,39,5,27.71,50.66,22.15,0.25,31
"2995",3587,50,50,0,100,23,24,0,0,0,87.9,15.69,0,47
"2996",3588,300,100,99,96.34,9,9,52,4,40.7,65.28,21.73,0.01,33
"2997",3589,570,23.75,132,7.55,0,0,41,10,59.7,24.39,0,0,44
"2998",3590,40,20,90,57.14,8,6,38,5,20,59.24,16.67,0,42
"2999",3591,100,50,189,69.44,25,25,46,8,21.43,88.21,16.99,0,32
"3000",3592,200,100,41,70.83,12,13,38,6,36.84,33.8,26.32,0.05,34
"3001",3593,530,20,407,50.88,10,8,37,6,71.21,97.33,16.06,0.03,38
"3002",3594,400,100,253,98.84,18,23,42,8,71.26,45,22.51,0.01,30
"3003",3596,200,20,143,65,19,19,24,5,67.86,20.9,28.87,0.02,49
"3004",3597,40,10,272,100,24,24,62,1,0,44.17,14.35,0.08,40
"3005",3598,750,50,407,100,24,23,56,5,78.82,12.99,19.91,0.25,28
"3006",3599,80,40,68,84,8,9,38,12,37.93,6.77,22.09,0,26
"3007",3600,550,50,60,100,26,26,12,4,15.38,8.64,28.28,2.65,22
"3008",3601,450,75,372,33.9,19,19,49,2,75,96.83,23.48,0,51
"3009",3605,2.80535758492326,-30.4154088126712,1,0,0,0,25,3,50,0,16.67,0,35
"3010",3606,320,16,205,9.43,0,0,41,11,79.71,100,14.29,0,49
"3011",3607,450,50,125,50,8,9,36,10,89.04,11.39,31.37,0,41
"3012",3609,200,100,385,0,0,0,33,6,88.37,3.27,0,0,45
"3013",3610,-297.140643818945,-14.6252506851958,45,0,0,0,31,13,33.33,0,0,0,14
"3014",3611,500,100,572,98.84,21,22,53,4,53.49,44.61,24.1,0.78,47
"3015",3612,60,20,13,100,13,12,45,7,0,39.34,21.05,0.82,30
"3016",3613,280,20,216,38.64,10,8,29,9,40,33.28,12.8,0.03,48
"3017",3614,780,30,535,91.95,21,39,31,7,68.97,11.27,21.24,0.2,18
"3018",3615,700,25.38,931,98.85,21,24,44,5,63.22,6.99,20.77,0.28,41
"3019",3616,170,23.33,650,71.74,24,24,45,4,89.36,21.84,13.17,0.24,35
"3020",3617,470,42.5,252,97.22,21,20,35,10,53.16,14.36,30.54,0.04,28
"3021",3619,1200,50,822,58.82,22,22,32,6,87.36,6.78,28.28,0,20
"3022",3620,100,100,77,100,22,24,49,5,29.33,91.63,18.54,0,30
"3023",3623,300,100,73,100,10,8,56,11,32.26,29.63,20.08,0.09,25
"3024",3624,50,50,82,3.7,0,0,52,2,92.86,100,0,0,50
"3025",3625,450,50,10,95.08,21,20,20,16,35.62,12.14,30.1,3.33,30
"3026",3627,350,50,196,100,9,8,38,4,32.14,32.84,25.35,0.01,43
"3027",3628,100,100,777,66.67,1,1,26,3,89.47,29.88,24.48,0.08,24
"3028",3629,120,30,22,0,0,0,64,2,57.14,0,0,0,40
"3029",3634,600,200,13,87.01,13,13,21,14,30.12,50.21,25.24,0.03,21
"3030",3636,-205.40941292036,29.7073291918279,79,60,22,22,42,3,0,0,0,0,32
"3031",3637,60,30,152,10,36,30,25,7,33.33,100,0,0,22
"3032",3638,400,100,82,100,19,19,54,8,48.72,10.69,22.94,0.09,36
"3033",3639,390,31.67,29,80.7,16,17,23,9,53.23,18.88,30.9,0.14,21
"3034",3640,870,44,54,98.73,11,12,13,4,43.02,8.82,53.25,0.05,18
"3035",3642,550,50,589,82.5,18,18,48,7,68.67,23.91,23.62,0.19,53
"3036",3643,640,48,139,100,24,24,30,7,48.28,16.85,22.85,0.1,26
"3037",3644,350,12.5,231,5.41,0,0,29,7,26,100,14.29,0,46
"3038",3645,150,50,161,13.79,10,10,58,4,64.71,18.76,0,0,56
"3039",3646,500,36,273,100,18,18,45,2,65.12,35.28,18.8,0.61,30
"3040",3647,500,100,263,91.36,23,23,27,6,66.67,28.85,29.29,0.13,32
"3041",3648,420,60,173,65.75,3,4,43,9,80,58.45,25.71,0.05,53
"3042",3649,550,50,295,92.42,7,8,53,3,58.54,21.85,22.09,3.69,30
"3043",3650,150,20,68,100,2,1,50,11,0,90.83,9.46,0.02,54
"3044",3651,30,10,46,89.66,1,2,48,2,17.07,81.01,17.31,0.01,31
"3045",3652,550,62.5,62,75,26,25,36,9,63.75,21.65,24.47,0.31,28
"3046",3653,550,100,1157,0,0,0,47,4,84,0,0,0,57
"3047",3654,20,20,85,72.73,0,0,40,10,15.38,0,16.67,0,46
"3048",3655,400,100,119,96.97,17,17,30,6,28.38,36.24,22.35,0.18,20
"3049",3656,370,12,193,100,22,19,49,4,22.99,6.06,18.7,0.1,37
"3050",3658,490,53.33,676,100,25,25,40,2,54.12,50.43,16.97,0.82,35
"3051",3659,400,100,475,70.97,14,18,48,5,80.26,78.75,21.08,0.12,40
"3052",3662,290,27.5,3,100,25,26,29,19,0,13.46,23.29,0.13,35
"3053",3663,420,60,69,100,22,23,41,12,52.87,27.39,22.93,0.82,29
"3054",3664,70,10,137,0,0,0,38,5,27.27,0,0,0,44
"3055",3665,930,45.71,208,100,29,31,42,2,40,2.87,25,0.48,21
"3056",3666,400,200,24,100,16,21,43,14,9.2,6.58,18.77,0.02,50
"3057",3667,50,50,88,100,21,22,52,6,1.2,0.33,18.04,0,30
"3058",3669,150,50,146,95.52,18,21,40,9,31.43,35.54,21.88,1.44,55
"3059",3670,110,20,124,36.84,20,18,35,11,42.86,82.8,21.43,0,20
"3060",3673,190,30,19,100,16,18,39,4,1.3,71.58,24.18,0.2,40
"3061",3675,450,50,39,86.54,20,21,40,9,32.26,22.47,31.07,0.08,23
"3062",3677,620,42.5,1259,84.88,16,16,53,5,98.84,14.65,26.32,0.31,35
"3063",3678,270,20,171,76.92,15,8,45,5,38.46,46.09,10.98,0.05,35
"3064",3679,420,73.33,96,100,10,11,56,7,47.62,51.81,25.43,0.19,36
"3065",3680,470,40,424,94.37,23,21,53,1,52.63,18.35,22.25,0.03,39
"3066",3682,400,100,277,0,0,0,64,0,69.01,0,0,-1.3241221547828,13
"3067",3683,750,58.33,1570,30.16,14,14,45,4,61.64,23.06,28.13,0.03,47
"3068",3684,320,60,149,100,18,18,34,5,48,24.54,18.15,0.12,30
"3069",3685,220,20,17,79.17,23,22,43,17,48.28,3.78,23.53,1.07,28
"3070",3686,350,50,174,65,15,15,51,4,44.44,75.25,27.15,0.01,52
"3071",3687,190,35,170,93.44,20,21,51,6,28.79,17.16,22.84,0.1,31
"3072",3688,510,43.33,292,47.76,9,9,56,4,75.68,73.35,22.12,1.11,25
"3073",3689,456.506510092429,6.0708955421964,9,97.73,23,23,36,12,2.22,95.87,14.16,0,27
"3074",3690,2150,93.75,62,98.85,21,21,29,9,11.49,6.11,23.81,0.66,27
"3075",3691,120,40,21,100,23,22,43,3,50,13.21,18.52,0,42
"3076",3692,30,30,2,100,8,11,37,15,0,28.16,36.11,0,31
"3077",3693,350,22,83,93.18,11,11,35,10,43.86,6.91,22.08,0.01,44
"3078",3694,230,13.33,475,21.43,11,9,42,5,36.36,100,16.67,0,29
"3079",3695,110,20,255,100,24,25,49,2,3.75,17.75,12.1,0.06,41
"3080",3697,20,20,32,90.91,26,29,76,7,0,100,13.76,0,18
"3081",3701,250,50,34,100,23,24,37,5,1.45,2.61,24.01,0.03,27
"3082",3702,110,20,21,10,0,0,32,18,22.73,98.65,0,0,43
"3083",3703,300,50,147,94.52,25,24,56,6,42.86,17.74,23.76,0.31,30
"3084",3704,50,50,71,0,0,0,50,10,21.43,0,0,0,30
"3085",3706,330,14.29,20,75,16,19,41,4,4.17,80.54,20,0,19
"3086",3707,200,20,0,65,17,17,33,23,6.52,41.23,25,0.43,15
"3087",3708,60,20,15,100,16,15,28,4,2.94,12.45,12.11,0,38
"3088",3709,50,50,84,42.86,7,4,33,3,30,0.12,22,0.01,58
"3089",3710,450,50,422,94.2,19,19,54,3,27.03,30.94,27.59,0.01,38
"3090",3711,360,30,58,55.26,6,8,55,7,22.73,75.37,15.6,0.04,40
"3091",3712,390,34,120,75.68,13,13,25,3,63.46,10.07,26.83,0,21
"3092",3714,-33.9886106544069,-9.83889941762627,84,92.31,10,11,43,12,21.21,16.04,19.69,0.06,34
"3093",3716,300,100,178,48.39,17,16,48,4,75.71,31.02,23.42,0.05,50
"3094",3717,20,20,43,11.11,0,0,32,5,0,0,16.67,0,32
"3095",3718,110,36.67,88,77.78,18,18,29,3,38.46,47.48,0,0,24
"3096",3719,250,50,237,84.09,23,22,27,6,66,8.51,28.57,0.01,38
"3097",3720,450,150,99,13.33,26,26,50,7,61.9,100,14.46,0,65
"3098",3721,400,100,80,0,0,0,59,11,44.9,0,0,0,63
"3099",3722,410,42.5,475,21.13,6,5,40,9,81.71,85.75,22.16,0.02,44
"3100",3723,400,30,316,0,0,0,59,5,76.92,93.43,0,0,47
"3101",3727,307.120423533968,93.1502151251351,13,96.88,18,17,30,6,2.63,37.81,18.34,0,15
"3102",3728,100,20,187,33.33,32,32,43,11,38.89,52.62,19.05,0.15,18
"3103",3729,600,150,102,92.68,23,24,40,7,87.36,81.9,16.53,0.24,47
"3104",3730,90,20,128,22.22,0,0,58,8,43.75,99.83,16.67,0,36
