,RECHARGE_VALUE,RECHARGE_AVG,MIN_RECHARGE_AVG,INSTAGRAM_MB,P2_MADE_CALLS,P2_PERC_DAYS_SOCIAL_NETWORK_OTT,P4_PERC_WHATSAPP_MB,PERC_INTERNET_SESSIONS_IN_P1,PERC_RECEIVED_CALLS_DURATION_IN_P2,WEEKDAY_PERC_INTERNET_MB,WEEKDAY_P23_INSTAGRAM_MB,WEEKDAY_P23_PERC_WHATSAPP_SESSIONS,WEEKEND_HOLYDAY_P14_PERC_WHATSAPP_MB,WEEKEND_HOLYDAY_P14_PERC_BANK_SESSIONS,WEEKEND_HOLYDAY_P14_WHATSAPP_MB_BY_SESSION,DEVICE_CAPABILITY_2G
243,190.0,21.11,20.0,0.0,17.0,100.0,73.4,24.0,43.0,10.23,0.0,26.5,51.27,13.19,0.19,0
244,1090.0,38.93,26.36,287.81,56.0,98.82,14.56,11.0,41.0,12.17,200.83,23.44,17.59,5.5,0.63,0
245,120.0,20.0,20.0,0.0,70.0,98.8,5.67,26.0,38.0,100.0,0.0,16.0,6.67,15.66,0.0,0
246,690.0,53.08,42.5,0.0,3.0,100.0,1.07,24.0,29.0,3.21,0.0,22.28,0.71,11.76,0.1,0
247,430.0,61.43,56.0,0.0,26.0,100.0,0.59,23.0,34.0,6.15,0.0,22.4,0.08,10.97,0.03,0
248,400.0,100.0,100.0,14.68,141.0,93.85,3.98,14.0,30.0,41.67,9.93,21.57,2.76,10.0,0.18,0
249,200.0,100.0,100.0,0.0,83.0,97.5,17.16,12.0,49.0,43.64,0.0,23.88,7.31,11.11,0.16,0
251,520.0,52.0,42.5,0.0,495.0,81.33,0.71,20.0,43.0,14.26,0.0,22.73,0.57,11.85,0.04,0
252,500.0,55.56,50.0,33.3,46.0,98.11,0.45,23.0,45.0,13.23,1.6,20.47,0.62,11.62,0.18,0
253,1250.0,39.06,32.35,2.07,1173.0,100.0,7.41,10.0,37.0,16.31,1.09,36.04,8.32,5.78,0.54,0
254,20.0,20.0,20.0,0.0,0.0,100.0,21.89,13.0,20.0,17.26,0.0,19.42,1.48,15.48,0.0,0
256,480.0,40.0,36.67,0.02,95.0,100.0,39.31,22.0,68.0,16.36,0.02,27.1,19.48,11.95,0.29,0
258,150.0,50.0,50.0,0.0,264.0,72.73,1.32,23.0,33.0,7.63,0.0,21.25,5.71,11.93,0.47,0
259,500.0,100.0,100.0,0.0,2.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0
261,1010.0,63.13,50.0,107.26,110.0,100.0,2.7,22.0,53.0,10.3,32.68,22.47,1.37,9.6,0.13,0
262,490.0,25.79,21.43,0.04,191.0,98.84,27.67,14.0,33.0,11.06,0.04,31.76,23.1,8.02,1.14,0
263,200.0,25.0,22.0,0.0,44.0,98.04,20.39,12.0,40.0,54.78,0.0,17.34,20.31,12.65,0.03,0
264,40.0,20.0,20.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1
265,250.0,20.83,20.0,0.0,5.0,98.33,11.35,21.0,49.0,79.55,0.0,26.99,6.04,10.77,0.03,0
266,560.0,28.0,22.5,0.0,125.0,100.0,7.45,18.0,50.0,13.81,0.0,26.96,3.85,10.68,0.11,0
267,500.0,100.0,100.0,0.0,687.0,89.02,14.21,15.0,44.0,43.77,0.0,21.31,18.26,10.4,0.63,0
268,550.0,50.0,50.0,0.05,999.0,90.0,6.11,3.0,46.0,23.11,0.05,24.1,0.39,12.37,0.01,0
269,160.0,11.43,10.0,0.0,13.0,84.38,10.64,15.0,24.0,74.8,0.0,24.48,11.83,11.98,0.02,0
270,150.0,50.0,50.0,0.0,446.0,90.74,5.35,20.0,45.0,7.79,0.0,22.56,6.94,10.86,1.16,0
271,130.0,26.0,20.0,0.0,4.0,0.0,0.0,100.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0
273,380.0,47.5,35.0,0.0,7.0,89.09,12.52,12.0,45.0,16.57,0.0,23.31,4.77,11.63,0.27,0
274,410.0,82.0,55.0,0.0,1015.0,92.86,8.73,18.0,51.0,21.65,0.0,24.96,3.96,9.94,0.21,0
275,450.0,90.0,75.0,0.55,400.0,100.0,3.69,20.0,50.0,20.9,0.0,25.02,3.17,9.76,0.38,0
276,300.0,100.0,100.0,0.0,400.0,98.85,9.35,18.0,42.0,55.75,0.0,23.78,7.58,8.44,0.15,0
277,20.0,20.0,20.0,0.0,8.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1
279,,,,0.0,3.0,100.0,35.98,27.0,100.0,0.0,0.0,24.44,,,,0
280,160.0,32.0,30.0,0.0,14.0,97.62,13.86,11.0,52.0,0.66,0.0,29.34,8.95,8.68,0.84,0
283,180.0,20.0,10.0,0.0,37.0,90.16,8.48,15.0,37.0,19.54,0.0,25.04,14.99,12.1,0.55,0
284,250.0,50.0,50.0,0.0,17.0,100.0,63.16,24.0,54.0,12.64,0.0,28.92,56.47,10.51,0.32,0
285,200.0,100.0,100.0,14.08,252.0,91.46,43.29,17.0,46.0,47.99,10.73,17.2,50.44,10.12,1.6,0
286,810.0,38.57,35.0,0.02,42.0,100.0,3.05,22.0,30.0,6.5,0.02,24.56,3.92,11.36,0.16,0
288,400.0,100.0,100.0,3.8,72.0,94.44,28.46,17.0,22.0,8.59,0.1,24.25,21.71,8.45,1.09,0
290,330.0,23.57,22.0,0.14,13.0,82.35,70.09,24.0,37.0,26.82,0.01,23.51,79.41,11.48,0.74,0
291,200.0,50.0,50.0,0.0,12.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
292,420.0,52.5,42.5,0.0,402.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0
293,360.0,40.0,32.5,0.79,7.0,98.73,68.57,16.0,41.0,15.28,0.34,26.73,71.8,8.97,1.87,0
294,50.0,50.0,50.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0
295,50.0,25.0,25.0,0.0,4.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0
296,400.0,100.0,100.0,0.0,294.0,40.63,13.03,14.0,52.0,51.27,0.0,23.95,26.49,11.54,0.12,0
297,280.0,31.11,30.0,0.0,142.0,29.63,3.11,0.0,46.0,68.98,0.0,25.0,1.02,12.77,0.01,0
299,100.0,100.0,100.0,0.0,19.0,83.33,12.43,12.0,0.0,64.58,0.0,20.82,3.95,9.86,0.05,0
301,500.0,50.0,50.0,0.0,110.0,96.0,5.15,10.0,26.0,11.18,0.0,31.48,4.84,7.24,0.1,0
302,280.0,56.0,35.0,0.0,74.0,70.83,2.5,25.0,36.0,3.19,0.0,28.68,1.13,6.78,0.11,0
303,850.0,70.83,50.0,0.0,1187.0,90.8,5.51,21.0,43.0,10.03,0.0,23.63,6.03,9.33,0.57,0
304,,,,0.0,0.0,100.0,23.11,28.0,19.0,83.82,0.0,15.71,27.0,15.58,0.0,0
305,60.0,20.0,20.0,0.0,0.0,100.0,89.75,22.0,63.0,3.63,0.0,21.32,88.69,15.29,0.13,0
306,400.0,100.0,100.0,0.0,198.0,30.14,0.0,11.0,38.0,100.0,0.0,12.71,0.0,14.29,0.0,0
308,120.0,40.0,35.0,0.0,24.0,98.33,5.97,11.0,59.0,55.32,0.0,21.14,0.72,12.5,0.0,0
309,20.0,10.0,10.0,0.0,0.0,100.0,22.82,14.0,28.0,58.74,0.0,24.35,14.54,12.9,0.01,0
310,50.0,25.0,20.0,0.0,2.0,33.33,1.17,0.0,38.0,15.55,0.0,20.0,0.0,16.67,0.0,1
311,200.0,100.0,100.0,0.0,6.0,100.0,9.87,14.0,47.0,81.0,0.0,22.37,1.11,11.86,0.04,0
312,360.0,51.43,45.0,0.0,27.0,76.47,0.09,11.0,57.0,12.2,0.0,20.0,0.0,9.0,0.0,0
313,610.0,14.52,13.33,0.0,19.0,100.0,4.9,7.0,36.0,70.61,0.0,22.19,5.29,11.76,0.04,0
314,30.0,30.0,30.0,0.0,0.0,33.33,0.0,20.0,30.0,83.66,0.0,22.22,0.0,0.0,0.0,0
316,100.0,50.0,50.0,0.0,0.0,12.5,2.27,33.0,33.0,25.11,0.0,20.0,0.0,16.67,0.0,0
317,350.0,87.5,75.0,0.0,10.0,100.0,1.81,22.0,50.0,95.62,0.0,21.26,0.93,14.8,0.01,0
318,,,,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0
319,200.0,66.67,50.0,1.19,9.0,91.18,0.32,31.0,47.0,21.89,0.89,22.25,0.17,19.05,0.0,0
320,600.0,200.0,200.0,0.0,19.0,85.71,5.67,5.0,43.0,67.18,0.0,22.91,0.23,9.28,0.02,0
321,400.0,100.0,100.0,0.08,433.0,44.29,0.0,25.0,28.0,15.31,0.0,10.18,0.0,6.38,0.0,0
322,520.0,40.0,32.5,0.0,108.0,98.55,11.39,17.0,30.0,6.3,0.0,24.66,12.83,9.38,0.22,0
323,370.0,52.86,35.0,0.0,619.0,90.48,22.7,24.0,53.0,21.26,0.0,25.33,4.68,12.13,0.18,0
324,510.0,72.86,62.0,0.03,48.0,98.73,1.64,6.0,48.0,50.73,0.01,22.82,1.26,10.73,0.06,0
325,300.0,42.86,40.0,0.0,0.0,100.0,16.44,20.0,51.0,76.59,0.0,32.8,13.33,12.04,0.03,0
326,150.0,11.54,10.0,0.0,1.0,100.0,94.77,23.0,44.0,9.9,0.0,38.64,94.49,12.03,0.26,0
327,480.0,120.0,50.0,0.03,38.0,100.0,3.71,23.0,20.0,49.12,0.0,23.98,3.76,10.57,0.25,0
329,540.0,77.14,46.67,0.0,775.0,85.37,2.93,16.0,45.0,57.56,0.0,21.93,1.02,12.55,0.02,0
330,540.0,77.14,60.0,1.0,254.0,97.67,9.09,15.0,49.0,12.97,0.85,28.74,12.43,9.61,0.5,0
331,580.0,20.0,20.0,0.0,112.0,53.49,0.0,15.0,37.0,87.63,0.0,11.59,0.0,12.24,0.0,0
335,600.0,50.0,50.0,0.0,291.0,100.0,3.02,19.0,53.0,46.66,0.0,23.18,2.53,7.27,0.06,0
336,,,,0.0,0.0,100.0,0.0,13.0,34.0,95.54,0.0,16.42,0.0,16.11,0.0,0
337,100.0,100.0,100.0,0.0,5.0,95.24,18.43,0.0,50.0,19.89,0.0,24.32,25.05,9.3,0.15,0
338,300.0,100.0,100.0,0.0,63.0,92.11,7.63,30.0,33.0,26.99,0.0,20.77,2.01,11.78,0.15,0
339,350.0,31.82,26.67,0.0,27.0,94.59,39.32,16.0,34.0,40.77,0.0,23.37,68.47,12.04,0.51,0
340,,,,0.0,,,0.0,0.0,0.0,0.0,,,,,,0
341,350.0,87.5,75.0,0.36,66.0,43.33,8.69,9.0,35.0,61.14,0.06,20.25,24.16,11.11,0.09,0
342,560.0,70.0,40.0,0.0,10.0,98.73,57.46,16.0,48.0,46.68,0.0,27.07,41.59,12.22,0.36,1
343,450.0,50.0,50.0,0.0,26.0,100.0,3.4,24.0,56.0,6.46,0.0,22.29,1.26,11.03,0.22,0
344,450.0,50.0,50.0,0.0,77.0,75.0,11.92,28.0,13.0,10.32,0.0,26.0,2.43,5.0,0.03,0
345,200.0,50.0,50.0,10.81,356.0,91.8,0.44,6.0,28.0,43.89,6.62,18.96,0.43,4.52,0.01,0
346,300.0,100.0,100.0,0.09,364.0,54.84,0.08,6.0,34.0,22.73,0.04,18.75,0.2,11.76,0.01,0
347,550.0,50.0,50.0,0.19,410.0,92.21,5.36,11.0,48.0,9.91,0.13,21.89,1.11,13.19,0.03,0
348,570.0,19.66,14.55,0.0,171.0,82.76,62.58,8.0,44.0,40.33,0.0,22.49,51.68,10.46,0.66,0
349,170.0,18.89,17.5,0.0,1.0,100.0,15.67,19.0,49.0,48.97,0.0,24.45,14.59,9.73,0.01,0
350,80.0,20.0,20.0,0.0,8.0,80.0,1.8,11.0,28.0,86.28,0.0,22.03,0.25,13.33,0.0,0
351,470.0,33.57,22.5,94.12,287.0,90.48,6.7,22.0,39.0,23.78,14.24,22.84,10.05,10.58,1.59,0
352,400.0,80.0,50.0,0.0,325.0,96.1,30.01,21.0,60.0,70.96,0.0,23.75,59.36,11.4,1.37,0
353,400.0,100.0,100.0,0.26,962.0,100.0,18.93,18.0,51.0,21.8,0.19,26.19,10.84,10.11,0.14,0
354,240.0,40.0,30.0,0.0,87.0,57.69,7.58,17.0,69.0,31.79,0.0,21.9,8.4,10.61,0.16,0
355,400.0,100.0,100.0,0.0,275.0,23.91,4.71,14.0,32.0,10.32,0.0,20.67,12.28,8.82,1.55,0
356,220.0,10.48,10.0,0.0,0.0,100.0,60.52,20.0,53.0,43.06,0.0,27.18,59.21,12.44,0.28,0
358,,,,0.0,0.0,100.0,100.0,41.0,41.0,0.0,0.0,16.67,0.0,16.67,0.0,1
361,,,,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1
362,550.0,137.5,100.0,1.24,26.0,91.38,2.32,14.0,43.0,35.37,0.76,22.57,4.17,7.25,0.14,0
364,400.0,100.0,100.0,0.0,12.0,100.0,25.12,12.0,58.0,74.06,0.0,29.23,35.79,9.79,0.09,0
365,500.0,41.67,38.0,0.0,325.0,96.43,6.55,20.0,49.0,10.61,0.0,23.28,6.54,11.2,0.46,0
366,330.0,47.14,40.0,0.0,52.0,87.72,8.93,21.0,46.0,11.39,0.0,23.49,14.15,12.38,0.03,1
367,580.0,20.0,20.0,0.0,16.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1
368,50.0,50.0,50.0,0.0,246.0,81.08,7.3,17.0,40.0,23.53,0.0,30.0,1.52,8.57,0.02,0
369,150.0,50.0,50.0,0.02,48.0,68.42,0.41,24.0,28.0,20.56,0.0,19.4,0.22,9.9,0.04,1
370,260.0,37.14,30.0,0.0,169.0,100.0,2.81,4.0,53.0,64.02,0.0,22.58,4.55,11.11,0.0,0
371,500.0,100.0,100.0,1.25,1597.0,100.0,9.34,4.0,58.0,26.06,0.96,24.96,19.06,6.92,0.22,0
372,70.0,35.0,20.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,1
374,600.0,50.0,50.0,0.0,446.0,11.43,0.0,15.0,44.0,100.0,0.0,13.33,0.0,14.29,0.0,0
375,400.0,50.0,50.0,0.1,6.0,100.0,12.3,17.0,47.0,5.73,0.02,31.07,14.2,8.8,0.27,0
376,590.0,36.88,31.67,0.0,10.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1
377,300.0,100.0,100.0,0.0,41.0,86.21,4.43,16.0,60.0,22.18,0.0,22.41,2.13,10.53,0.14,0
378,710.0,26.3,25.56,0.0,1063.0,100.0,43.45,22.0,39.0,29.92,0.0,28.92,48.02,11.99,0.24,0
380,500.0,100.0,100.0,0.13,59.0,100.0,0.0,25.0,66.0,40.13,0.04,9.5,0.0,9.94,0.0,0
382,140.0,17.5,16.67,0.0,33.0,8.33,2.23,0.0,33.0,9.66,0.0,20.0,0.0,0.0,0.0,0
383,,,,0.0,0.0,100.0,0.0,21.0,34.0,100.0,0.0,16.67,0.0,16.67,0.0,0
384,400.0,100.0,100.0,0.0,123.0,97.59,36.96,25.0,37.0,69.25,0.0,17.71,21.87,13.35,0.25,0
386,250.0,50.0,50.0,47.95,28.0,84.62,0.26,17.0,17.0,19.35,0.96,19.71,2.52,11.11,0.36,0
387,260.0,43.33,36.67,0.07,70.0,92.5,11.09,20.0,48.0,33.02,0.0,20.48,14.68,11.69,0.04,0
388,50.0,16.67,10.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,,,,1
389,,,,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,,,,0
390,10.0,10.0,10.0,0.0,0.0,100.0,14.93,12.0,41.0,71.2,0.0,24.3,6.56,14.29,0.0,0
391,1050.0,50.0,46.25,0.01,255.0,100.0,7.88,16.0,28.0,9.94,0.0,26.35,6.7,8.11,0.92,0
392,200.0,50.0,50.0,0.0,33.0,17.24,0.0,11.0,39.0,100.0,0.0,15.38,0.0,0.0,0.0,1
393,300.0,100.0,100.0,0.0,115.0,57.14,0.0,20.0,55.0,92.45,0.0,12.12,0.0,14.04,0.0,0
394,560.0,40.0,30.0,2.5,98.0,97.62,10.76,19.0,48.0,7.08,1.57,23.07,10.27,8.78,0.78,0
395,440.0,23.16,21.82,0.0,29.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0
396,150.0,15.0,10.0,0.0,34.0,7.89,4.35,10.0,47.0,64.2,0.0,17.14,0.0,14.29,0.0,0
397,270.0,45.0,20.0,0.0,40.0,15.22,0.0,0.0,43.0,100.0,0.0,15.38,0.0,15.0,0.0,1
398,120.0,60.0,60.0,0.0,8.0,91.67,0.31,13.0,57.0,25.93,0.0,21.16,0.92,9.68,0.07,0
399,90.0,22.5,20.0,0.19,19.0,100.0,29.93,23.0,8.0,5.25,0.07,19.69,24.58,12.76,0.11,0
400,200.0,50.0,50.0,0.0,43.0,100.0,72.32,20.0,44.0,7.63,0.0,24.33,82.8,9.59,3.21,0
401,220.0,73.33,20.0,0.0,251.0,98.68,1.44,16.0,43.0,13.79,0.0,23.2,1.07,10.69,0.06,0
403,120.0,40.0,20.0,0.0,6.0,100.0,16.13,21.0,29.0,17.44,0.0,22.24,2.41,9.91,0.24,0
404,600.0,100.0,100.0,0.0,271.0,100.0,9.4,16.0,54.0,9.78,0.0,25.06,1.83,10.61,0.16,0
405,400.0,50.0,50.0,0.3,18.0,87.5,27.38,19.0,39.0,50.8,0.0,23.48,45.76,9.54,1.84,0
406,400.0,100.0,100.0,0.0,131.0,69.44,0.19,18.0,47.0,30.22,0.0,22.07,0.1,11.67,0.01,0
408,170.0,34.0,30.0,1.65,3.0,96.0,1.47,12.0,11.0,43.88,0.03,19.03,2.08,11.58,0.01,0
409,60.0,20.0,20.0,0.0,0.0,37.5,0.0,12.0,30.0,48.87,0.0,22.22,0.0,0.0,0.0,0
410,540.0,38.57,32.86,0.4,106.0,78.85,15.87,5.0,34.0,24.43,0.29,22.37,5.08,9.36,0.16,0
411,370.0,46.25,35.0,0.01,90.0,76.06,0.92,9.0,42.0,3.21,0.0,19.23,0.55,11.61,0.07,0
412,150.0,50.0,50.0,0.0,40.0,100.0,14.17,9.0,40.0,14.79,0.0,24.14,18.32,7.36,0.38,0
413,60.0,30.0,30.0,0.0,2.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0
414,100.0,50.0,50.0,0.0,57.0,85.19,1.47,18.0,39.0,16.95,0.0,20.96,5.36,6.17,0.11,0
415,300.0,42.86,35.0,0.0,240.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0
416,110.0,36.67,30.0,0.32,5.0,97.62,36.68,6.0,44.0,61.19,0.17,18.22,38.18,14.67,0.08,0
417,,,,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0
419,300.0,100.0,100.0,0.0,60.0,97.65,11.83,16.0,47.0,70.06,0.0,16.09,5.05,10.16,0.04,0
420,940.0,37.6,36.25,1.26,15.0,91.03,10.25,12.0,32.0,70.94,0.0,27.7,11.77,6.67,0.12,0
421,430.0,61.43,50.0,23.8,156.0,74.14,13.6,15.0,21.0,32.56,6.6,21.24,7.78,10.03,0.47,0
422,250.0,50.0,50.0,10.52,180.0,81.25,42.74,4.0,48.0,50.35,4.06,23.61,1.8,8.47,0.1,0
423,430.0,30.71,30.0,0.0,107.0,3.39,0.0,0.0,33.0,0.0,0.0,16.67,0.0,0.0,0.0,1
424,590.0,45.38,42.5,0.0,94.0,84.0,3.42,13.0,54.0,6.2,0.0,22.71,5.94,10.86,0.46,0
425,350.0,87.5,75.0,40.46,11.0,89.66,3.98,12.0,15.0,18.24,12.17,26.26,8.85,10.62,0.42,1
426,330.0,47.14,43.33,0.0,11.0,100.0,8.32,19.0,57.0,6.98,0.0,25.37,1.5,9.65,0.02,0
427,,,,0.0,0.0,66.67,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0
429,400.0,100.0,100.0,0.0,0.0,100.0,17.04,16.0,45.0,8.49,0.0,28.51,6.1,11.19,0.43,0
430,450.0,90.0,75.0,0.0,46.0,63.27,2.39,8.0,46.0,50.49,0.0,21.13,7.18,14.81,0.03,0
431,690.0,46.0,40.0,0.0,143.0,66.23,0.0,21.0,22.0,11.51,0.0,11.64,0.0,11.54,0.0,0
432,110.0,12.22,10.0,0.0,6.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1
434,300.0,100.0,100.0,0.0,262.0,98.78,0.49,21.0,51.0,44.67,0.0,20.82,1.71,12.4,0.02,0
435,100.0,33.33,25.0,0.0,26.0,96.67,6.76,11.0,40.0,67.75,0.0,17.3,2.63,15.45,0.0,0
436,,,,0.0,0.0,100.0,0.16,0.0,0.0,24.06,0.0,23.08,0.0,0.0,0.0,0
437,180.0,45.0,30.0,0.0,12.0,16.67,0.0,12.0,34.0,99.84,0.0,16.28,0.0,0.0,0.0,0
438,300.0,50.0,50.0,0.0,108.0,33.33,0.0,18.0,54.0,96.93,0.0,20.22,0.0,15.38,0.0,0
439,570.0,114.0,90.0,23.81,660.0,95.24,3.29,11.0,50.0,8.63,16.9,22.87,3.29,10.7,0.14,0
441,50.0,25.0,20.0,0.0,0.0,83.33,2.5,4.0,29.0,59.9,0.0,20.59,0.0,11.11,0.0,0
442,180.0,60.0,30.0,0.36,39.0,88.33,0.17,20.0,28.0,4.0,0.26,27.62,0.12,6.36,0.01,0
444,600.0,50.0,40.0,0.0,31.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1
445,200.0,18.18,10.0,0.0,1.0,95.74,20.45,11.0,16.0,81.32,0.0,25.97,50.56,4.72,0.09,0
446,,,,0.0,0.0,50.0,0.0,0.0,57.0,0.0,0.0,16.67,0.0,0.0,0.0,0
448,310.0,34.44,20.0,0.0,32.0,98.39,8.29,18.0,22.0,34.06,0.0,23.25,8.16,10.3,0.1,0
450,500.0,50.0,50.0,3.97,217.0,84.62,0.35,18.0,26.0,5.5,3.41,18.85,0.61,10.65,0.19,0
451,400.0,100.0,100.0,0.19,181.0,54.0,2.18,14.0,57.0,89.77,0.16,18.73,2.88,11.25,0.05,0
452,400.0,50.0,50.0,0.0,34.0,67.5,60.67,19.0,39.0,27.18,0.0,28.97,78.44,11.58,0.23,0
453,100.0,33.33,25.0,0.0,21.0,54.84,0.0,4.0,47.0,28.26,0.0,17.04,0.0,16.67,0.0,0
454,250.0,62.5,20.0,7.88,54.0,20.0,1.16,10.0,35.0,31.88,7.1,23.81,0.24,12.5,0.01,0
455,400.0,100.0,100.0,9.22,258.0,90.91,7.38,13.0,30.0,58.88,3.97,25.22,3.89,6.49,0.06,0
456,300.0,42.86,40.0,0.0,2.0,20.0,42.31,14.0,24.0,5.3,0.0,0.0,27.53,4.0,0.38,0
457,170.0,34.0,20.0,0.0,10.0,94.12,13.17,23.0,35.0,11.61,0.0,20.95,2.44,14.11,0.19,0
458,400.0,100.0,100.0,0.01,183.0,88.89,43.29,8.0,48.0,40.45,0.01,23.5,61.76,10.42,1.63,1
459,,,,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,,,,0
460,350.0,87.5,75.0,0.0,23.0,100.0,33.84,18.0,46.0,76.41,0.0,30.73,7.92,12.09,0.06,0
461,200.0,20.0,10.0,0.0,42.0,60.0,0.86,15.0,27.0,16.86,0.0,24.93,0.18,8.66,0.01,0
462,1400.0,200.0,200.0,0.0,86.0,92.11,1.29,18.0,65.0,21.28,0.0,22.51,1.45,9.27,0.03,0
463,300.0,100.0,100.0,0.0,10.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0
464,530.0,37.86,36.0,0.07,325.0,69.23,7.5,17.0,58.0,13.76,0.0,30.03,2.65,10.08,0.04,0
466,20.0,20.0,20.0,0.0,12.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1
467,780.0,52.0,50.0,0.65,111.0,80.77,0.05,25.0,22.0,19.35,0.0,10.33,0.03,9.14,0.01,0
468,130.0,10.0,10.0,0.0,4.0,100.0,48.15,15.0,46.0,36.99,0.0,27.47,91.57,12.43,0.69,0
470,100.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1
471,540.0,45.0,42.5,0.0,544.0,95.24,10.0,8.0,43.0,41.66,0.0,26.5,15.6,11.28,0.34,0
473,500.0,50.0,50.0,0.03,117.0,100.0,1.99,23.0,51.0,9.07,0.0,22.12,2.94,11.01,0.19,0
474,400.0,100.0,100.0,0.0,20.0,95.59,7.79,25.0,45.0,95.84,0.0,28.43,3.68,12.73,0.01,1
475,650.0,50.0,50.0,0.0,79.0,84.51,0.0,25.0,49.0,7.46,0.0,12.19,0.0,11.36,0.0,0
476,550.0,50.0,50.0,0.0,90.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1
478,790.0,22.57,17.06,0.0,51.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1
479,180.0,30.0,30.0,0.0,53.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1
481,600.0,50.0,50.0,0.0,175.0,69.84,52.18,28.0,33.0,48.94,0.0,25.58,37.36,12.58,0.24,0
482,400.0,200.0,200.0,0.0,86.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1
483,700.0,100.0,100.0,36.29,370.0,78.48,0.57,10.0,49.0,23.18,0.0,20.3,1.48,14.52,0.15,0
484,500.0,50.0,50.0,0.0,426.0,77.33,16.24,19.0,41.0,14.96,0.0,21.72,11.53,11.81,1.27,0
487,400.0,100.0,100.0,0.0,286.0,97.67,27.97,23.0,49.0,43.98,0.0,23.1,30.53,10.8,0.22,0
488,100.0,100.0,100.0,0.0,2.0,93.75,1.56,9.0,50.0,95.24,0.0,23.28,2.07,14.67,0.0,0
489,550.0,110.0,100.0,0.23,734.0,96.39,1.35,19.0,40.0,8.31,0.19,21.07,1.23,10.92,0.18,0
490,,,,0.0,0.0,100.0,0.0,14.0,42.0,0.0,0.0,16.67,0.0,16.67,0.0,0
491,400.0,57.14,50.0,2.54,630.0,98.85,1.58,20.0,46.0,16.2,0.94,22.14,1.31,10.84,0.07,0
492,80.0,20.0,20.0,0.0,0.0,88.89,0.59,12.0,26.0,16.92,0.0,23.67,0.65,7.34,0.0,1
493,100.0,50.0,50.0,27.23,17.0,74.36,0.0,12.0,62.0,86.3,6.46,12.9,0.0,13.16,0.0,0
494,80.0,11.43,10.0,0.0,0.0,94.74,65.44,1.0,11.0,29.1,0.0,25.72,33.56,15.0,0.0,1
495,500.0,83.33,66.67,0.0,83.0,34.69,22.83,12.0,41.0,80.46,0.0,22.7,26.17,11.67,0.14,0
496,190.0,14.62,10.0,0.0,3.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1
499,650.0,50.0,50.0,1.75,817.0,98.75,1.19,18.0,32.0,13.82,1.38,23.91,4.4,11.11,0.18,0
500,500.0,50.0,50.0,3.66,201.0,70.27,3.35,15.0,56.0,17.52,0.28,22.01,7.04,10.6,0.59,0
501,400.0,133.33,100.0,0.0,99.0,100.0,5.47,14.0,36.0,54.1,0.0,24.7,3.17,12.66,0.14,0
502,100.0,50.0,50.0,0.01,5.0,30.0,0.0,7.0,27.0,61.05,0.0,20.0,0.0,16.67,0.0,0
